message,sentiment
" I do not. Thanks for chatting with me, have a great day.", Neutral
 Thank you., Neutral
 I like jazz but cant say I really know much about it., Neutral
 It's an interesting genre. Jazz trumpeters grew goatees because it provided comfort when playing. , Neutral
 that is interesting. Tupac Shakur studied jazz when he was in baltimore school of the arts, Neutral
 thats over a 100 years ago. Jazz has been seen as a major form of musical expression since the 1920's , Neutral
 That is an old form of music especially compared to the most popular forms of music now. Pakistan has a jazz orchestra that is currently topping the charts., Neutral
 I never new that . Did you know that louis armstrong ended the beatles three months on the billboard top 100, Neutral
" This is a pretty interesting guitar fact,  A dial tone is in the key of f, serving as a pre-internet trick to tune your guitar", Neutral
 he also built a guitar out of parts from an old fire place and his mothers knitting needles . super smart, Neutral
" I agree. did you know that the nokia ringtone  from a 1902 composition by spanish classical guitarist and composer francisco tarrega, called gran vals.", Neutral
 thats interesting , Neutral
 I like pianos I would like to learn how play one. they used to have steam piano and they were audible for miles, Neutral
 That must have been extremely loud up close. , Neutral
" Hi, how are doing over there on this fine evening?", Neutral
 I'm doing groovy over here. Are you a fan of tennis? , Neutral
 What if you had money on it though? That would make it worth it. , Neutral
 I guess hair dryers were not powerful enough then. A helicopter? That's a rich person's solution. , Neutral
" People are so dependent on the Internet. If civilization collapsed, the first thing they would do is search Google for a solution.", Neutral
 We can't help it! Easy to get knowledge that provides answers to daily problems. Not there when I was a kid. , Neutral
" They are spying on us, even right now! But they do like dogs, which is pretty good right there.", Neutral
 I would become a goat there if it got me stock options. , Neutral
 It's probably mostly about personalities. McEnroe was intense. Borg was Swedish. That's enough personality for one film., Neutral
" No, my dad used to, though. It seems like it's too intense for me", Neutral
 That was the year after the first open when a black player won. But no black player has won since, Neutral
 So maybe we should really be calling them tennis shirts? Just like sneakers are often called tennis shoes, Neutral
" Yeah! I guess it wasn't too cost effective to do that with the goats, otherwise they'd keep doing it. Pretty energy efficient, though", Neutral
 I remember being told about it by a teacher in 1999 or 2000. Like I remember her writing it on the board and another teacher telling us it was an intentional misspelling of the number googol, Neutral
 Not really. I just know each player uses a strung racket and they hit a hollow ball., Neutral
" I've played it a couple time in high school gym class, I wasn't that good", Neutral
 I watch it sometimes when Serena Williams is playing, Neutral
" yeah i like to watch her play. Polo shirts were originally invented for tennis by famous player rene ""the crocodile"" lacoste. i love their colgne for men", Neutral
" Intresting, the longest match played in a polo shirt was 22 hours", Neutral
 yeah if i recall it went over three days or so, Neutral
" I hope not, if I was there I'd be cold", Neutral
" yeah. In 1998, serena and venus williams said they could beat any man ranked 200 or worse in a game of tennis. they lost when challenged twice lol", Neutral
" lol, well she did win the australian open when she was ranked 95th", Neutral
 i have heard Serena williams is a co-owner of the miami dolphins, Neutral
" not sure but In january 2007, serena williams was ranked 95th in the world in tennis", Neutral
 I never knew she was ever ranked that low, Neutral
" well she reached the No. 1 ranking for the first time on July 8, 2002 but has since fallen", Neutral
 I guess in my opinion her and her sister are kinda overated., Neutral
 That is a great idea. We tend to eat leftovers too and just use the micorwave., Neutral
" Then maybe you could try the deaf rapper, Signmark. He rhymes in sign language! You don't have to listen at all! I'm going to go try to find some on the internet. Goodbye!", Neutral
 What do you think of Serena Williams?, Neutral
 Have you seen the Nike ads?, Neutral
 I haven't but I hear they are really powerful messages in this age of people stepping forward about sexual harassment., Neutral
 It is all about there is no wrong way to be a woman., Neutral
" Yes, ans inequality among races and gender. I like Serena.", Neutral
 I really think she is a great driving force and a good role model to girls., Neutral
" Yes, definitely! I agree. She is happy to have such a powerful platform to try and pave the way for upcoming generations. ", Neutral
 Very true.  Did you now polo shirts were initially invented be a famous tennis player?, Neutral
" Really, like a shoe?", Neutral
" Really, there is so much grunting in tennis.  The longest match was 11 hours long over 3 days!", Neutral
" That is crazy, can anyone even understand that?", Neutral
 I bet they were dropping Big Mac lines like crazy!, Neutral
" Wow, Id like to watch that.  Great Chat!  Have a great night!", Neutral
 hi how are you doing over there on that side of the internets, Neutral
 i like disney though i havent watched a disney film in a while. i do like minnie. she is cute as the dickens., Neutral
" Well there's actually a hidden subculture dedicated to finding hidden Mickey mouse images in all things Disney, you should definitely check out!", Neutral
" i guess if you find a mickey, you win something? if i find one, i guess i should tell others and not keep it secret.", Neutral
" That's a good point! Ha! Unless they change the locations up!  Are you also a fan of Bill Nye? He actually served as a science consultant on Flubber, believe it or not!", Neutral
 i guess he knows a bit about the science of hypothetical substances. he is an entertaining fellow for sure., Neutral
 that is astonishing. i wonder how many processors theyll need for big hero 7. i dint see the other big hero movies., Neutral
" Probably a lot more than 55,000. Ha! Did you ever see Wall-E? If so, the name is actually a tip of the hat to Walter Elias Disney himself!", Neutral
 that is cute. i wondered why they pickt such a strange name for a robot but now i see. but he dint have a mustache., Neutral
" You're right, I don't think he did! Ha! I'd like to see Wall-E with factual hair like Kanye West's. I bet that'd be funny. Speaking of Kanye, you know he believes aids is man made? ", Neutral
 yes Kanye is an oddball when it comes to science. , Neutral
 i think that he undersatnds entertainment good but he doesnt have the knowledge for science. , Neutral
 he knew the depths of his depravity and told the whole world first. i think that is honest of him , Neutral
" Tupac is not my cup of tea but the man could rap the street an urban lullaby. Anyway, great chat!", Neutral
 he could still DO that! the man has got years in front of him and tales of the street to tell. Have a good one!, Neutral
 You too! have a good night!, Neutral
" I do not, but I am a fan of Serena Williams, ever since she voiced a character in Avatar; The Last Airbender.", Neutral
" It's fascinating to know that the term ""hip hop"" comes from the 16th century, and means ""to converse"".", Neutral
 pretty much unbelievable may be he should save his talent only for music and avoid talk shows, Neutral
 good chatting with you, Neutral
 I do not listen to them too much as I prefer other types of music., Neutral
 Hello. Do you like the Star Wars movies?, Neutral
 I love them too.  I've even read some of the books and played a few star wars video games., Neutral
" Some of the older ones. I can't remember the names off the top of my head but one was a race game, where you raced in ships on different planets/tracks.", Neutral
" I know.  Hey, did you know that his wife worked on the movie too?  She even won an academy award.", Neutral
" She did some editing work on some scenes.  She worked on obi wan's death, leia's good luck kiss, and the trench run.", Neutral
" No I didn't but that's neat!  I don't think I asked, but what games do you or did you play?", Neutral
" Those sound familiar.  Yeah, the older games and movies were better.  Speaking of older, i heard that James Earl Jones only spent a little over two hours recording his Darth Vadar lines and he was paid $7500.  I imagine he'd make a lot more if he were doing that today.", Neutral
 It really is.  The Force Awakens movie just didn't do him or Vader justice in my opinion., Neutral
 you see I liked Force Awakens a lot. I like Kylo Ren. its a different spin because he conflicted and not just all big bad and evil, Neutral
" Okay, I got my new movies mixed up. I liked kylo ren too. What I didn't like is seeing Hans Solo die if that's the right movie. The one  I meant about vadar was the new movie about a young darth vadar.", Neutral
 No I didn't. How is that?, Neutral
 I guess Star Wars is inspiring in more ways than one!, Neutral
 I love Sony so I've always stuck with Playstation., Neutral
 I do play games.  I enjoy the call of duty game series., Neutral
 I also enjoy that game. Did you know video games were initially called cathode ray tube amusement devices and were used by the military?, Neutral
 I have a ps3 as well. I dont see the point to buying a ps4. This one is all I need as well., Neutral
" The game Destiny turned me off gaming.  It was fun to play, but it demands network connectivity.  Sometimes the old games are just fun.  Donkey Kong and Mario are still OK.  I see Fifa 14 works on PS2, PS3 and PS4.", Neutral
 Interesting.  Have you ever had carpel tunnel syndrome brought on by playing games?, Neutral
" Haha.  Imagine if your boss could sit in for you at work.  He would be steamed if you said, ""I have a Fortnite related injury and must sit this out."" ", Neutral
 Kickball on the playground. What fun.  David Price is the MLB player with a 217 million dollar seven year contract.  Cant play ball games.  Perhaps because of video games. He might try kick ball., Neutral
 Finding 3 million dollars worth is like finding an unlock code for life., Neutral
 It wouldn't guarantee you win the game but it would sure make it a lot easier. Lol. Have a great day. , Neutral
 Have a good day., Neutral
" Oh no I don't do DVDs either just the streaming service.  It's too bad it doesn't have Game of Thrones though, that show has gotten 37 emmy awards.", Neutral
 It is such a hit parents are naming their kids Arya.  Only a couple more months until the last season starts., Neutral
" It's interesting to think how differently the company could have been if decisions played out differently. Like Blockbuster declining to buy them many times, and now they're worth many times over.", Neutral
 Exactly! A purchase of $50 million that is now worth $2 billion. That is just CRAZY!, Neutral
" That's certainly a lot of money! Although at least it's an investment and will come back to them. On the other hand, I remember a decade ago, Tom Cruise spent $10 million on an underground bunker to protect himself from aliens, what a nut.", Neutral
" I stopped liking him when he went all about Scientology. I much prefer other actors now, like Peter Dinklage.", Neutral
" That's a whole lot! They're certainly influential, I read somewhere that Arya is the fastest rising baby name for girls in the US, due to a character from the Game of Thrones.", Neutral
" I love the Simpsons! not so much Fox news though, they deserve to parodied", Neutral
 oh I thought you were saying The Daily Show was bad and got cancelled! yea Fox should not have copied that show. Did you know Fox News and IGN are owned by the same company?, Neutral
" wow! her views sure have shifted a lot since then, huh/", Neutral
 sometimes i wish they still used stuff like that! id be rich! haha, Neutral
" yea I wish we had single payer, my health insurance is so complicated sometimes. people shouldnt go broke over a doctor visit", Neutral
 Some candidates are pushing for it! sadly those guys dont win office, Neutral
 imagine that? haha duels in court would be hilarious , Neutral
" Well, its time to start cycling to work.  Nice chatting with you.", Neutral
" Where do you source your news? Fox, Cnn, other?", Neutral
 Did you know that CNN recently raised concern about Fox & Friends?, Neutral
" Yes you are correct. Despite the students mourning due to a mass shooting a day earlier, Republicans appeared only a fox where they wouldn't be pressed about gun control", Neutral
 I mean usually its kind of funny how they threatened to sue the Simpsons over a fact which is true. I guess their perspective is a given since they were created by Richard ailes and president Richard nixon., Neutral
 Well I believe either Roosevelt or JFK came very close as a uncorrelated 3rd party., Neutral
" Well for politicians image is everything. At least at some level of politics, the US has been quite progressive. For instance, Texas' first elected female governor came into office even before some states ratified the 19th amendment", Neutral
" Yeah, he wrote about every drug under the sun haha. Although, a lot of recent evidence has proven some of his theories correct", Neutral
" I think like ecstasy, mushrooms, and LSD, pretty much a lot of the stuff that the government bans.", Neutral
 Haha that's so true, Neutral
 I think they were in the Whig Party. But I don't the president. Tyler maybe?, Neutral
 They are considered legless lizards. I like lizards but not snakes, Neutral
 What is your favorite type of lizard?, Neutral
 Iguana by far. I almost bought a baby one yesterday. I was looking at Chameleons too, Neutral
 Would you ever consider owning a larger one like a crocodile?, Neutral
" Heck no. They are illegal too, aren't they?", Neutral
 Oh I didn't realize they were illegal to own., Neutral
" They are more closely related to birds and I only like parrots for birds, and the bald eagle of course", Neutral
 Do you like Taylor Swift?, Neutral
" I do, kinda. I like her as a person. She seems humble and very likeable", Neutral
 She was born and raised close to where I grew up in Pennslyvania too, Neutral
 Do you know about the Tennessee state?, Neutral
" Yes, I know more than most would about the state. There are some big snakes there.", Neutral
 I think it's them rattlers!, Neutral
" I had a bull snake in my yard last year, a big one too.", Neutral
 What happened?, Neutral
 I let him be and just watched him slither through my backyard, Neutral
 Was it a big one?, Neutral
 It appeared as so to me. I stayed far away from him because of how big he was., Neutral
 Did you ever about them snake whistling people?, Neutral
 Hi!  Do you watch the news?, Neutral
" I love the information, but everything these days is so slanted from both sides sometimes it is hard to get.", Neutral
 Much agreed.  I find that the truth lies somewhere in the middle.  The media tries to create outrage for their ratings., Neutral
 Fox is watched more than Cnn and MSNBC combined.  Kinda crazy to think that., Neutral
 I think Fox is slightly more honest than the other two., Neutral
 Fox news threatened to sue the simpsons over their constant parody., Neutral
 That is true. Did you hear about that time in 1957 when Truman refused to be photographed with Dumbo, Neutral
 Yeah.  Maybe they should have brought Eeyore out, Neutral
 He is the Donkey from winnie the pooh., Neutral
 Definitely.  Did you know the red and blue colors started being used in 2000?, Neutral
" I heard that.  I wonder how many presidents had beards, I know lincoln, but who else?", Neutral
 Very true.  Haha.  Great chat!, Neutral
" I know that they are elongated and legless reptiles covered in scales. Furthermore, they have highly mobile jaws and usually fangs for venom.", Neutral
 I think rat snakes aren't poisonous? Did you know that the fear of snakes are wired into human brains? I guess people who hate snakes should live in new Zealand since there aren't any there., Neutral
" That makes sense. Personally, I don't mind snakes, although I am wary since venom can be quite potent and dangerous. As long as they aren't flying snakes that can launch themselves at prey are around my area and I can spot them well a head of time, I'm okay.", Neutral
" I guess New Zealand would be ideal for you, with no snakes and all", Neutral
" I have heard bits hear and there and recently read some articles, but I am not completely familiar.", Neutral
" Well I do know Kanye did a self mocking skit 2 years before the infamous Taylor swift incident. Other than that, she is among the worlds contemporary artists.", Neutral
" Well for artists, royalties are a lot part of their revenue, even for moderate artists.", Neutral
 Wouldn't walking backwards make her stick out more?, Neutral
" Unfortunately, I have never listened to Linkin park. However, I have listened to The Ramones and they played a total of 2,263 concerts.", Neutral
 No I do not but I'm aware of the fact., Neutral
 I usually don't watch it. I understand that it's popular., Neutral
" That is an idea that might work, but now I figure people are on the Internet. Maybe a YouTube channel?", Neutral
" Oh, I didn't know that. I guess Fox owns a lot of things out there. A gaming site? Hm.", Neutral
" I believe it. CNN has its own bias, as does MSNBC. People watch what they want to believe.", Neutral
" Yep, not a huge fan of CNN because they post so much fake news and are very biased.", Neutral
 I don't watch CNN. What kind of fake news?, Neutral
" The viewership of Fox skews pretty old. In 2015, the median viewer age was 68 years old. Older people tend to be more conservative.", Neutral
" The two party system is frustrating because the choices are limited. The money backs certainly candidates, and there is little possibility for outsiders to get in.", Neutral
 I guess that imparts a look of sage wisdom and manliness.  , Neutral
 That's quite a while. I guess Trump might be starting a new dynasty. Will his daughter run? Who knows., Neutral
" I would like to see some change in gov't. Sometimes old ideas have value. The only president to propose a guaranteed minimum income was a republican, Nixon.. I think that people are worried now and would like some security.", Neutral
 I read a few in school.  I was raised in Oklahoma and many of my friends were of the Cherokee and Choctaw tribes.  I have heard of Tommy Orange's fiction novel about Native Americans., Neutral
 Yes.  It is fiction however.  It provides insight into the challenges that the boy has in grappling with his identity.  We have a national history where many atrocities and slurs dot the history., Neutral
" A people divided into tribes cannot stand against a unified enemy.  But, my wife's best friend has a Ph.D. and the government paid for all of her education because she is Cherokee.  But if one knows the facts, a lot of interesting history can be written.", Neutral
 Books can be fiction with a lot of facts or not so many.  Wiki has an article where they rank fictional characters according to their powers., Neutral
 I wonder how one would find a copy of it.  Imagine Edgar Allen Poe wrote about a cyborg a long time ago, Neutral
" Wow!  We have come a long way, thank goodness.  The FDA also burned 6 tons of literature in an act of censorship.", Neutral
" I would like to understand the scoring.  I bet it was somewhat like Jeopardy.  I would also like to read the ""best"" of the ""worst opening sentences"" that people used to enter into a contest.", Neutral
" That would not be my first guess, but I think you are right!   Based on literature, kissing is a fairly recent development.", Neutral
 People did not wear brands on clothing so prominently as they do today back in 1986.  So that was Apple being innovative in another field., Neutral
 Me too.  You know that every human society has worn clothes., Neutral
" I suppose if the weather is perfect, a grass skirt might be enough, but it is still clothing.  Clothing is often gender specific.  Nice talking.", Neutral
" Are you a fan of books?  I personally read a lot, mostly non-fiction though.", Neutral
" That is sort of odd.  There is even a wiki that ranks fictional characters by their powers, that would be an interesting read.", Neutral
" I see.  Winston Churchill won a Nobel Prize, for literature.  I always though it was for peace", Neutral
 i think so.  I think it is a great creative outlet for pepole., Neutral
" i havenr, whats is it like?", Neutral
 I think that might be an interesting read., Neutral
 I can take several focuses as long as I can put together what is going on., Neutral
" It has been good chatting tonight, but my dinner is ready, and I must go.  I have a great night.", Neutral
" What are you more in to - literature, clothing or gaming?", Neutral
" I hear ya, I'm really into clothing too. Switching it up w textiles and materials. Did you know Apple had a clothing line in 1986?", Neutral
 There are actually more tigers living as pets in Asia than in the wild.  I never though people would seriously own them in masses., Neutral
" Definitely, not looking for somewhere they abuse the animals.  We're both big animal lovers.  I kind of like the philosophy in Boulder, CO where you can't own pets, but you are their guardian.", Neutral
 Definitely a lot more loyal and loving than people, Neutral
" She's also a lot more straightforward. She wants food, to be pet, more food, and to play with her ball. No guess work needed there.", Neutral
 Very true.  Pets are pretty easy to please.  , Neutral
 I have many years ago. , Neutral
" Hello, wow no I didn't. Istanbul has a vending machine that releases food and water for the city's stray dogs in exchange for recycled plastic bottles.", Neutral
 Fiction works comes from the imagination., Neutral
 Yes. I like fiction. There is a wiki that ranks fictional characters according to their powers., Neutral
 That is intriguing. Edgar Allen Poe wrote the oldest known example of a cyborg in fiction. Did you hear that?, Neutral
 I heard that. He thinks it's copyright infingement., Neutral
" Yes he does, Snakes are legless and carnivores.", Neutral
" Ah. Yeah, There is a genus of flying snakes that can launch themselves at prey.", Neutral
 That sounds great. There are legless lizards... almost as frightening as snakes., Neutral
" Interesting, rap is normally delivered over a beat.", Neutral
" Yes. It's original meaning was ""to lightly strike"".  Now it describes quick speech.", Neutral
 Intriguing. Did you hear about the judge in Michigan who delivered a ruling againt him? She delivered it by rapping when she ruled., Neutral
" Funny, the earliest rap was in the west african tradiation.", Neutral
 Oh. Seems reasonable I guess. Did you know that flow is a component of rap?, Neutral
 Good morning.  Do you like snakes?, Neutral
 Same here.  Personally I'd like to live in New Zealand. I hear they don't have any snakes there., Neutral
 Seriously?  Then I guess the rest do live births?, Neutral
 Well that's creepy.  It's as creepy as knowing there are some snakes that can fly., Neutral
 i don't know. That does seem really weird to picture a snake fighting itself., Neutral
 Me either.  They say that our brains are naturally hard wired to be afraid of snakes., Neutral
 I totally believe that. i've seen things about that country on tv.  They seem to have a lot of scary creatures over there., Neutral
" Wow, that is actually a good question! I don't know. I do know that oddly enough, crocodiles are more closely related to birds than snakes and lizards.", Neutral
" I used to.  I like the older fiction.  Speaking of, cyborgs are a lot older than we think.  Edgar Allen Poe wrote the oldest known example of one in one of his works.", Neutral
 I didn't know that!  So he just accidentally made it up?, Neutral
 i honestly have no idea., Neutral
" Hi, I'm Good. Have you heard of the book Strange objects? It is going to be a HBO miniseries. Many critics think it it the author's break through.", Neutral
 That is good. It focuses on how the female characters negatively treat one another. It is unusual because it gives it's female characters permission to be bad., Neutral
" I didn't, but I know it is by the same author, Gillian Flynn. The author wrote Sharp Objects because she wanted to explore how women aren't innately good and was sick of literature's tendency to portray women as spunky girls or bad girls like tramps and vamps.", Neutral
" I think you can really see this in the first line of Sharp Objects, where she write that ""I was never a good little girl."" Amy Dunne in Gone Girl was the same way.", Neutral
" That is interesting. I wonder if Camille's (from Sharp Objects) beauty could be considered a power or ability. The novel manages to put an interesting spotlight on it. But, it doesn't reduce her or her beauty to an archetype.", Neutral
" Yes, that is a good point. I bet the author would like that give her attempts to avoid the archetypes surrounding beauty in fiction. Camille is neither an angel or a temptress.", Neutral
 You must have ESP. I was going to tell you teh same thing! I have a sad story to tell there are less tigers living in the wild in Asia than as pets in the US., Sad
 I think its sad to have to part with a pet due to allergies and couple conflict like in the Dear Amy section., Sad
" Wow, no I didn't know that.  There are more tigers living as pets in the us than living wild in asia.", Sad
 I guess it was being smuggled to the USA from Mexico., Sad
" Maybe it helps people to feel more of an obligation to their pets. Shrug. Yeah, Teddy Roosevelt is an interesting guy. It's unfortunate though that people try to domesticate tigers as you mentioned. Many of the animals perish along the way from suffocation or hunger. ", Sad
 Haha. Funny. I don't eat seafood. My mom forced me to eat salmon way too often when I was little and I grew sick of it. Haha #firstworldproblems., Sad
 Yes I think so unfortunately. the smuggling industry is a billion dollar trade unfortunately, Sad
" People love a good conspiracy story.  I think that is how Trump does so well, people believe in the Deep State, and such.", Sad
 Do they really? I'm not really familiar with that concept. One sad statistic is that more than 80% of the earths natural forest have already been destroyed., Sad
 She said she was peacefully chanting., Sad
" Me too, I have lost interest playing before I have lost interest in buy them so I have a backlog of a few games that reminds me  not to buy the next console. It is the more and more popular, 3 billon hours are played on video games each week on Earth. ", Sad
" Ana Gloria Henrequez was from Salvador, trying to get to USA, trying to escape from misery and gangs in El Salvador. She was caught.", Sad
" Yeah, I heard about that. I feel horrible for her young daughter", Sad
" Sorry, Ana Gloria Henrequez is the grandmother, my bad. Ximena is the girl and the mother is Cindy. They said that they never had been caught until Trump's laws.", Sad
" Yeah, I'm not sure if that actually made any difference. It just really sucks that even after his executive order ending the separation reuniting families is still so difficult", Sad
" Yes, I know. I don't know how they are not keeping track of what child belongs to what mother. It's terrible to know that the kids were heard wailing and asking for their family members.", Sad
" It's even crazier that the grandmother could recognize Ximena's voice. I guess since I've never been a parent, I can't comprehend that", Sad
 You are right. Nobody knows how a parent feels until you are one. Is terrible. I myself I was thinking that I would prefer stay in my country and don't enter the USA at least while they are taking these measures. It would be terrible to lose my son or grandkid., Sad
" Yes, I understand that. It has to be very, very difficult, a terrible decision to make. But, me, personally, I would prefer to face it together than not know what happened to them. I don't know, this is a very difficult situation.", Sad
" Plus, she had to leave her dog behind :( Poor little Cookie", Sad
" Yes, this is such a terrible story. Well, Cindy was robbed twice on the bus. That makes it very difficult to live in a place where you don't have any safety.", Sad
 I wonder why people are adopting them. Praying for them. Have you seen Frozen?, Sad
" Crazy, but what's even crazier is that Shark's have no rib cages! If they were on land they'd be crushed by the weight of their own body. ", Sad
" I am not sure anyone can take Trump down at this point, with all the rumored election rigging and ties to Russia, I personally think he will just cheat to win again and no one will do anything about it, just like these last 4 years.", Sad
 Tupac danced ballet in high school and ended up portraying the mouse king in a production of the nutcracker., Sad
" Exactly, Spykids received a 93% fresh rating on rotten tomatoes, better than, say, lincoln or the dark knight rises.", Sad
 I didn't realize that Steven spielberg played the clarinet in the jaws soundtrack., Sad
 Hi.  I guess Channig Tatum and Jenna Dewan Tatum are getting a divorce.  Sad., Sad
 I have not seen it. Tran faced a lot of racist and abusive language on her social media though. That's sad., Sad
" lol, no I didn't know that. I have a beef with Disney thou... I loved it when I was a kid, but since they've destroyed Star Wars... they're dead to me ;)", Sad
" They made him seem like he regressed into some kind of whiney baby, at his age and experience he should be evolving more like Ben Kenobi or even Yoda, not woah is me I need a xanex Luke", Sad
 That is weird to have so few lines like that! I can't believe Gene Wilder didn't watch the Willy Wonka remake because he didn't want to be disappointed in Depp. That is a little disappointing to me., Sad
 No. I wish that I did, Sad
" He won the Oscar right, I thought he nailed it, he was great on that movie, that movie made me cry", Sad
 Rich people are often cheap., Sad
" It is interesting, but something that's sad is that four-fifths of the world's natural forests have been destroyed. We need to do better with the planet I think", Sad
" I agree. I think star wars is getting too watered down, with average movies like Solo and New Hope. They were ok movies but not up to the quality we have come to know about the franchise.", Sad
 Yeah I think he is into Scientology. Did you know he was married to Nicole Kidman? They have since divorced.  Though they did so Eyes Wide Shut together., Sad
" My daughter is named Arya. So we definitely fell into the trend! I am sad it is going to end this year, with the last season starting in April.", Sad
 I feel that most news are bias in some way or another. Too bad fox is watched more than cnn and msnbc combined., Sad
" Wow, I would not have thought that, especially with it being such a conservative state. I was sad when I learned that only one governor was against the internment of Japanese citizens during WWII. ", Sad
" I understand the difficulties of a country given it is a melting pot and it can't let spies cause problems in WWII due to conflicting loyalties, but they didn't execute this process well and treated Americans of Japanese heritage unfairly. It is too bad only 1 governor was against their imprisonment. ", Sad
 I agree. What a horrible blight on our history., Sad
 I'm somewhat interested in politics but they just make me depressed., Sad
 Yes! It was quite an emotional read. It made me really think about how life is like for them., Sad
" Native Americans suffered for a lot of years, its a story that involves a lot of blood and tears and not an easy story to tell", Sad
" For sure, there were some powerful tales. I found the sory about the man born with fetal alcohol syndrome the darkest. You?", Sad
" Yeah, that one was crazy, he had a lot against him. Kinda sad. It all stayed w me for awhile. Had to take a break from the book.", Sad
 I feel the same way. I would rather just keep it brief and impersonal if I had hard feelings rather than publicly attack them., Sad
" Unfortunately I am allergic to cats so while I enjoy them in small doses, I don't think I could ever own one.", Sad
 In looking some of those places up you want to find a place that is a rescue type facility. Unfortunately there are places that exploit the elephants and do not treat them well., Sad
 I've heard that.  Are pets also used in their meals?, Sad
 Just don't show George martin any... He's not a fan of fan fiction..., Sad
 I think fan fiction is good. I bet he also complains that people do not write enough or how it is  lonely experience and then also complains about flattery... Seems like an inconsistent thought process., Sad
 That would have been short sighted. Can you imagine making only $309? I would be so sad..., Sad
" I loved it too!  Can't wait for the next one, I'll probably cry all over again, when I see who all died at the end of the movie.", Sad
 You mentioned that Tetris can help with addictions. Well it can also help with PTSD. So if you can deal with seeing Tetris shapes everywhere it might be a good option for PTSD., Sad
" Maybe a saved version of wikipedia.  I won't soon forget when the Cubs really did win, back in 2016, over my Indians.", Sad
" ah ... that's a little scary.  I suppose without a baseball bat, my simple weapon of choice would be  ...  something else I can't think of.  Fascinating.  I do like soccer.  I'm a Croat (half really), so the World Cup was exciting this year.  Unfortunately, only the women's world cup is more popular in the US than the baseball world series.", Sad
" Yes, I get the impression that soccer players are paid very much.  Baseball has some of those, but only a few total and maybe one or two on each team.", Sad
 I do as well. Sad about chester, Sad
 I agree. Such a waste of talent to go out like that., Sad
 The character was not named after the black panther party., Sad
 The earth covered mostly with water in the form of oceans. I think that the aliens might want our planet for the water., Sad
 It's definitely not the same these days as it was back then. I think the rise of cable prices has hurt how many people are watching TV., Sad
 Stan lee was a visionary. He will be so missed. I can't imagine not seeing his cameos in the coming movies. , Sad
 I feel bad for stray dogs sometimes. Istanbul has a vending machine that releases food and water for them if you recycle plastic bottles., Sad
" Maybe they will evolve, like the birds.  Sprout wings that give them flight.  Would think they would be more like an Ostrich or penguin in comparison..flightless.", Sad
" Hmm.. sometimes I think all my pals are imaginary.  Sadly, I'm told the REAL Christopher Robin (who the books were based on) hated them and never took any money from them.  I find that sad, since his father wrote the books for him..", Sad
" I think maybe he felt embarrassed because the books were based so heavily on his life.  Did you know he died on Easter in 1996?  That was one year after I graduated from high school.  Man, I feel old!  LOL", Sad
 Well I hope he at least found some solace in that it inspired and that it is a indispensable part of many children worldwide, Sad
" Yeah, but it must suck if several of them offer exclusively shows/movies that you REALLY to see.  When it was all just Netflix, you pretty much could get whatever you wanted... Did you know Disney makes $1,110 per SECOND?  Wow... that blows my mind.", Sad
" I like all kinds of shoes. I prefer shoes that are more fashionable. But, I haven't been able to afford them in recent years. ", Sad
" Yes, if it's made from leather, but I had to wear clothes with gator skin. I guess it's a mind game with me.", Sad
" Ok, I don't mind killing animals for food, but I dislike killing for clothes, when there are many other material used to make clothes.", Sad
" haha ya me too, sad to think that 80% of the natural forests have been destroyed though", Sad
" I agree, we must find life in other planets if we want to survive as a species, its sad how 80% of the forests have been destroyed by now", Sad
" Yeah I guess so, just seems like a waste with all the poor families and kids without homes in the world, to think Musk was born in 1971, he sure has taken advantage of his time on earth", Sad
" Yeah, I feel a little bad for the people that fell for it, especially the first one, he was so ashamed that he did not called to police. ", Sad
" Yeah, sadly, I feel the same. Maybe the system still needs to be developed. Up until 1918 not all men in UK had the vote.", Sad
 That's sad. And a lot of eligible voters do not show up. The turnout for presidential elections has not reached 63 percent in the last 100 years., Sad
 Wow! So officials in Ancient Athens were appointed by lottery. They thought elections would cause oligarchy. And knowing the fact you just told me doesn't make me have faith in the system either!, Sad
" Yeah, there needs to be electoral reform, so that fair electorial systems are put in place.", Sad
" Wow. Speaking of planets, I was sad when Pluto was deemed not a planet! I grew up being taught that it was!", Sad
 There needs to be a conversation about it. Maybe it will reach out to people and the shootings will stop. Parents shouldn't have to worry about what's going to happen to their children when they send them to school., Sad
" Did you know that If earth's entire history was viewed as a 24 hour period, humans would only represent 1 minute and 17 seconds.", Sad
" That's cool.  Sadly, bo I never collected baseball cards.  What about you?", Sad
 They had a really great lineup that really underpreformed. It was a shame they couldnt perform under their new manager., Sad
" Yeah for sure! I just heard about that room a few days ago. Speaking of Disney, do you like the movie Aladdin?", Sad
 Me too. I miss him making films. I guess he started the trend of celebrities performing voices in animated films. What a legend., Sad
" That's crazy! I don't even watch Judge Judy. Celebs make too much, I think.", Sad
" As long as I'm not like the guy found in a beer cooler behind a concession stand at a baseball stadium. He was found just before a braves game, too.", Sad
" Good, how are you? Celebrities in science are quite rare aren't they? I was a fan of Stephen Hawking. I'm sad he finally passed away from ALS.", Sad
 I would think that he is smarter. I wonder how it felt to have such a physical disability but yet such a sharp mind., Sad
" No, I missed it, I work odd hours.", Sad
 Makes sense. I might not know a ton about baseball but i know that the cubs  are always the underdogs. , Sad
 I think I would and I wonder if he knew the value when he sold them. If he didn't that would be very painful., Sad
